galaxy,scale_multiplier,narrow_dry_run_lane,external_family_label_status,external_family_label_caveat,beta_leave_one_galaxy_out,rmse_tau,rmse_tpg_v6,rmse_mond,tau_minus_tpg_v6,tau_minus_mond,beats_tpg_v6,beats_mond,claim_boundary,failure_class
NGC0300,1.0,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,none,31.53236932647326,9.799701297041354,9.83189803567648,5.607034629923943,-0.0321967386351254,4.192666667117411,True,False,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_tpg_only
NGC3917,1.0,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,none,20.826831542561514,6.879913004424506,6.899654025227952,6.637702160319162,-0.019741020803445863,0.24221084410534388,True,False,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_tpg_only
NGC4010,1.0,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,edgedisk_component_orientation_caveat,409.8770899439537,11.324976078160537,10.799199499954586,11.798351296716529,0.5257765782059511,-0.47337521855599185,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
NGC4183,1.0,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,edgedisk_component_orientation_caveat,311.4389277437663,6.479776988726157,6.489693491114096,10.354993594406714,-0.009916502387938841,-3.8752166056805573,True,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_both
NGC4559,1.0,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_BAR,bar_component_present;large_distance_error,1143.7837830012418,16.519976268189016,15.385306161864646,18.985298676354127,1.1346701063243696,-2.465322408165111,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
NGC5585,1.0,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,large_distance_error,263.90434660199,8.128681170276613,7.910184029247681,8.365260361585127,0.2184971410289318,-0.23657919130851468,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
NGC6015,1.0,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,large_distance_error,-985.0214375231466,14.383492353506439,13.450865436024902,10.82252972156713,0.9326269174815369,3.560962631939308,False,False,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_neither
NGC6503,1.0,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,none,206.05699456970393,7.5218016541142525,7.537023161651215,4.239120184630891,-0.015221507536962164,3.2826814694833617,True,False,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_tpg_only
NGC7793,1.0,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,none,210.91596637466984,5.726008099565709,5.722342289485416,6.0568332273601175,0.003665810080292431,-0.33082512779440876,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
UGC06930,1.0,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_BAR,bar_component_present;low_inclination,271.79986213911263,7.1878650747561394,7.129942401878801,10.615359911067321,0.05792267287733832,-3.4274948363111815,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
UGC07089,1.0,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,edgedisk_component_orientation_caveat,341.9096701443676,12.401263266676597,11.854626156035648,15.11002549298317,0.5466371106409493,-2.708762226306572,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
NGC0100,1.25,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,edgedisk_component_orientation_caveat;large_distance_error,48.01145202096555,7.548046215104123,7.537919334963079,6.061732881040405,0.010126880141044126,1.486313334063718,False,False,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_neither
NGC0247,1.25,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_BAR,bar_component_present,74.57734699820044,3.7969903202746065,3.866312004062215,5.475417572666649,-0.06932168378760872,-1.678427252392043,True,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_both
NGC0300,1.25,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,none,-109.08704051541864,9.995558455921717,9.83189803567648,5.607034629923943,0.16366042024523786,4.388523825997774,False,False,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_neither
NGC3917,1.25,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,none,-95.65256673391227,7.013970820041573,6.899654025227952,6.637702160319162,0.11431679481362078,0.3762686597224105,False,False,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_neither
NGC4010,1.25,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,edgedisk_component_orientation_caveat,194.46822516216633,11.078984675234526,10.799199499954586,11.798351296716529,0.2797851752799403,-0.7193666214820027,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
NGC4183,1.25,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,edgedisk_component_orientation_caveat,164.65064847045716,6.529038149112455,6.489693491114096,10.354993594406714,0.039344657998358734,-3.8259554452942597,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
NGC4559,1.25,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_BAR,bar_component_present;large_distance_error,864.6988312442285,16.55932828710674,15.385306161864646,18.985298676354127,1.1740221252420948,-2.425970389247386,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
NGC5585,1.25,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,large_distance_error,82.08056690086063,7.972973061055182,7.910184029247681,8.365260361585127,0.06278903180750106,-0.3922873005299454,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
NGC6015,1.25,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,large_distance_error,-875.2356720534251,14.43759310244886,13.450865436024902,10.82252972156713,0.9867276664239579,3.615063380881729,False,False,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_neither
NGC6503,1.25,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,none,47.34222478938139,7.531664175468322,7.537023161651215,4.239120184630891,-0.0053589861828928775,3.292543990837431,True,False,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_tpg_only
NGC7793,1.25,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,none,50.90525025095614,5.7222778577178905,5.722342289485416,6.0568332273601175,-6.44317675257966e-05,-0.334555369642227,True,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_both
UGC06930,1.25,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_BAR,bar_component_present;low_inclination,116.88830108129065,7.186741298898718,7.129942401878801,10.615359911067321,0.056798897019916694,-3.428618612168603,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
UGC07089,1.25,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,edgedisk_component_orientation_caveat,164.97698082325329,12.196537923750796,11.854626156035648,15.11002549298317,0.341911767715148,-2.913487569232373,False,True,scale_sensitivity_diagnostic_not_endpoint_not_validation,beats_mond_only
